Iteration	Posterior	Likelihood	Prior	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	turnover
56300	-5999.611	-4550.209	-1449.402	0.0006270959	-0.0008499971	0.07257726	0.002451351	16	628.2153	0.07172727	481.614	414.769	417.868	411.722	405.282	399.816	394.132	396.337	396.408	388.809	393.806	394.496	397.587	390.323	390.869	390.722	389.576	386.619	388.244	386.922	386.204	388.178	383.224	378.332	373.742	372.736	375.079	374.656	370.009	356.263	349.876	302.072	292.126	282.023	283	282.179	283.19	273.636	281.691	276.757	281.177	283.008	283.776	281.163	280.919	280.584	273.869	273.999	266.629	263.903	267.104	266.58	253.787	248.711	247.995	213.3	212.529	209.472	206.388	202.549	201.105	174.826	177.407	111.306	114.978	85.584	77.2812	37.4357	36.3051	60.5499	208.945	210.273	208.208	240.849	241.347	281.254	274.365	295.111	296.376	319.186	332.236	332.467	331.314	350.051	374.019	370.348	375.252	379.783	381.493	381.574	376.986	385.816	401.547	399.814	395.82	403.452	400.44	399.861	405.315	393.5	424.228	432.667	433.042	474.878	470.473	475.527	475.206	481.799	484.331	1.01185
56400	-6014.943	-4560.301	-1454.642	0.0006519693	-0.001163349	0.07662109	0.003693845	13	629.6914	0.07545774	486.952	415.811	414.971	412.623	401.191	402.473	397.55	399.341	396.205	394.989	392.936	397.097	399.362	392.893	392.023	389.211	391.084	386.39	388.107	385.494	385.601	386.873	379.936	374.498	374.095	374.921	373.83	371.078	373.171	356.65	353.209	312.346	290.242	281.805	283	283.222	284.625	284.143	283.83	282.584	283.903	284.243	283.641	280.913	281.071	279.016	273.916	275.264	272.418	263.903	267.115	266.907	252.885	251.08	246.037	215.027	209.837	212.096	203.5	202.549	201.345	175.516	171.759	115.539	114.131	86.0708	76.129	48.7096	34.1263	64.9768	209.649	210.321	209.762	239.658	244.726	282.279	288.652	293.197	296.661	317.992	332.403	332.785	336.571	349.8	374.383	373.487	373.99	378.568	382.021	383.402	381.586	388.523	402.085	399.943	389.554	404.492	399.153	401.623	401.515	393.5	422.663	428.2	426.832	475.971	464.691	475.831	476.276	479.203	483.469	1.015417
56500	-5996.533	-4558.9	-1437.633	0.0007112257	0.004687338	0.09819367	0.002901088	15	623.5813	0.102881	478.84	414.848	416.268	413.131	406.732	400.531	394.711	397.368	397.531	399.31	392.874	393.801	398.943	391.137	391.717	390.532	389.223	388.007	389.083	388.744	388.318	387.704	379.972	382.62	374.575	374.669	370.082	373.921	372.299	356.873	352.994	298.431	289.827	285.732	283.168	284.109	283.037	284.143	281.701	284.791	282.999	283.523	283.942	282.885	280.971	281.397	274.563	275.881	265.099	267.958	267.324	266.623	254	252.268	249.818	214.593	208.596	210.216	204.198	202.255	201.1	174.623	175.672	111.423	111.496	83.2462	75.6821	48.7096	34.1334	60.7735	208.405	211.227	212.202	239.24	242.112	282.03	272.834	293.498	286.909	314.313	335.527	333.497	334.952	353.081	368.744	369.765	376.886	378.673	377.644	382.235	380.624	385.875	401.773	403.115	396.172	398.833	399.109	401.824	404.395	393.5	421.038	427.178	428.195	473.93	465.215	472.671	475.971	479.778	486.835	0.9544392
56600	-6039.579	-4584.416	-1455.163	0.0006551492	-0.0004072139	0.09738965	0.002339785	10	628.9043	0.09698244	466.877	412.337	414.937	414.564	406.751	402.701	398.182	399.072	396.558	386.562	392.846	395.667	396.669	392.703	389.676	389.75	390.476	387.386	388.253	389.069	387.443	389.027	379.184	367.909	375.518	371.865	374.952	375.016	372.044	357.6	349.903	308.806	290.628	287.53	283.01	280.957	283.233	282.213	281.245	282.17	281.836	283.309	283.952	281.365	280.973	278.459	275.798	274.788	268.029	267.958	267.34	267.047	254.464	246.059	249.219	215.648	208.167	209.549	204.329	205.003	205.816	174.623	177.859	112.5	116.303	83.1699	77.7496	48.6216	36.535	61.303	209.64	211.048	210.627	244.292	244.905	280.711	271.562	293.114	287.104	316.679	331.133	333.83	335.475	353.081	374.445	373.034	376.845	384.86	382.215	382.932	379.103	388.67	403.5	402.997	395.326	396.702	399.1	402.902	402.796	393.5	422.69	427.178	426.9	474.576	472.556	473.582	473.667	480.804	485.21	1.004199
56700	-6020.104	-4555.332	-1464.772	0.0006130606	0.0004045884	0.1044879	0.002147146	9	626.023	0.1048925	466.049	412.366	411.408	413.929	396.216	402.447	394.823	397.344	395.531	390.079	394.378	399.371	398.747	391.088	389.236	389.982	392.074	388.153	388.482	386.164	385.822	386.455	381.947	382.387	374.093	372.295	369.604	369.203	370.222	358.336	352.019	301.234	290.008	286.573	283.001	284.62	284.111	275.264	283.376	280.316	283.056	284.351	283.676	282.015	281.992	282.297	275.357	274.818	268.352	265.784	267.115	267.082	255.995	247.001	248.846	213.308	209.843	208.207	201.424	202.811	201.136	176.894	176.514	114.696	113.451	88.4797	77.9448	40.7322	32.4302	62.7663	211.288	210.38	211.012	244.115	240.059	282.383	285.18	293.104	291.681	317.218	331.113	333.33	333.869	349.868	369.148	369.042	376.612	378.949	376.922	380.482	384.3	386.657	402.506	401.517	389.306	399.777	399.1	403.234	399.665	393.5	423.792	427.255	432.215	474.646	465.323	473.614	476.772	480.713	483.573	0.9961428
56800	-6027.63	-4565.173	-1462.457	0.0006486915	0.000378602	0.1214205	0.001813891	9	629.8466	0.1217991	482.07	415.743	412.553	412.921	391.641	400.262	396.222	393.87	397.513	397.208	395.335	398.466	398.923	390.15	390.291	391.958	390.814	385.352	387.392	385.372	387.163	388.734	382.829	373.13	374.866	370.699	372.225	373.272	369.666	357.563	352.289	304.024	289.848	281.706	283.342	284.208	284.467	281.657	282.3	283.522	284.232	283	283.849	281.187	282.481	280.495	273.7	274.954	266.02	256.195	267.104	266.894	256.044	247.605	248.614	213.333	212.085	208.418	207.339	201.438	201.128	177.042	174.504	112.548	111.547	84.3388	75.4046	48.9259	32.1512	62.8366	213.205	211.567	212.252	243.594	243.838	284.084	286.186	295.261	292.695	317.37	335.297	334.468	331.288	352.647	374.138	372.152	374.932	378.367	379.912	380.781	377.837	387.75	402.815	399.89	393.215	398.8	399.1	403.181	401.749	393.5	421.087	429.672	426.466	477.268	464.638	474.103	475.121	480.615	486.577	0.9968916
56900	-6046.647	-4580.554	-1466.093	0.0006793471	0.002713306	0.1349972	0.00131022	6	624.6753	0.1377105	473.062	416.538	411.421	411.967	389.189	399.805	398.249	394.273	396.968	392.027	397.575	396.748	396.987	391.389	391.023	392.092	389.048	386.529	387.722	388.006	388.727	386.769	381.82	380.077	375.014	373.443	375.176	373.558	373.021	356.524	351.762	303.265	291.623	284.784	283.008	281.459	283.4	275.893	281.243	279.885	281.709	283	283.74	282.471	280.759	281.848	273.955	274.948	267.12	255.261	267.492	266.645	249.507	254.622	254.415	213.632	212.491	208.227	206.921	204.114	204.121	180.117	175.335	114.172	111.279	85.6242	77.1227	38.1005	34.1754	63.2013	211.477	211.042	208.349	241.001	239.636	284.596	277.298	294.73	287.417	315.389	333.286	333.668	332.483	349.807	373.326	369.635	376.443	382.593	381.102	385.277	378.425	385.447	403.272	401.005	390.15	402.459	399.1	401.337	402.791	393.5	423.35	430.611	428.724	473.622	472.424	475.088	474.889	481.992	484.375	0.980297
57000	-6041.335	-4566.512	-1474.822	0.0006569948	-0.004562315	0.1702696	0.001336088	8	618.8689	0.1657073	469.609	411.879	413.707	414.285	406.484	399.994	397.242	396.921	398.497	392.086	395.472	395.801	397.265	392.156	393.5	390.366	391.739	388.404	386.38	385.907	387.589	388.874	381.1	380.077	374.917	371.016	371.01	370.061	370.34	359.18	352.92	309.733	290.013	288.88	283.001	281.862	283.4	274.392	281.001	283.315	281.369	284.43	284.573	281.289	281.128	277.439	273.849	274.902	266.753	257.9	267.378	266.585	246.355	246.696	253.585	213.578	211.959	209.311	203.247	205.987	207.109	184.485	173.806	111.197	115.646	81.5017	76.0055	43.8317	32.5294	63.9564	213.066	212.212	211.221	241.409	241.072	284.631	288.522	296.351	285.687	318.991	336.132	334.127	331.489	352.364	373.701	369.514	376.101	382.379	381.163	378.419	382.468	386.738	401.595	402.185	401.267	397.743	399.178	401.612	402.107	393.5	424.466	429.27	426.313	474.46	468.92	474.97	475.362	480.284	480.842	1.027532
57100	-6023.15	-4566.277	-1456.873	0.0006445681	0.0003652033	0.1167792	0.002356886	10	625.7375	0.1171444	469.404	411.879	411.34	412.767	406.858	402.737	396.894	396.761	398.758	386.214	398.618	399.471	398.726	391.584	390.935	389.894	389.773	388.513	385.744	388.321	386.332	386.35	382.492	381.871	374.573	371.709	370.959	373.833	370.307	354.567	349.925	307.996	290.623	288.88	283	281.507	284.093	279.257	284.776	282.517	284.519	283.125	283.099	281.504	282.333	277.017	275.494	275.022	270.567	246.358	267.567	266.85	252.072	246.635	253.471	217.146	213.06	209.84	205.1	204.61	201.139	177.843	177.648	111.201	114.824	81.4594	77.4115	37.5153	34.9636	63.0966	208.443	208.972	210.927	242.615	239.343	281.705	276.958	295.523	292.774	317.208	334.948	334.843	334.128	350.681	370.225	371.255	374.741	384.075	383.995	382.999	384.131	386.852	399.605	401.463	394.556	397.544	402.926	403.725	400.006	394.36	424.367	429.552	429.749	476.197	464.287	475.881	475.054	482.043	478.909	0.9968825
57200	-5996.978	-4548.311	-1448.667	0.0006324553	0.0009395634	0.09111486	0.002593912	14	628.8956	0.09205442	476.025	413.135	411.34	414.832	388.255	402.092	396.951	395.201	394.674	398.969	398.618	398.462	398.308	392.292	392.232	391.203	391.437	388.127	387.237	385.708	387.993	385.814	382.326	381.871	374.921	372.69	373.372	369.465	372.821	358.4	350.23	301.277	290.456	282.556	283	283.309	284.365	273.603	281.353	283.776	282.813	283.982	283.86	282.537	282.038	281.151	275.494	274.96	272.935	268.851	267.365	266.858	247.484	247.042	248.54	213.364	211.752	208.135	203.139	201.104	207.675	184.934	175.585	111.331	116.288	80.5592	77.4115	38.6008	36.2986	64.7641	210.057	210.198	211.034	243.676	241.809	284.087	286.93	294.391	293.025	316.304	335.184	332.888	338.785	349.89	374.999	374.084	376.772	377.912	377.784	379.576	380.807	387.596	403.821	402.74	397.756	403.886	399.101	400.564	404.199	394.207	420.561	430.215	431.12	474.489	463.127	476.994	472.813	479.639	480.226	0.9897934
57300	-5992.904	-4558.536	-1434.367	0.0007231493	0.001044139	0.07931402	0.002462947	16	629.3441	0.08035816	471.574	412.245	411.856	413.384	406.641	399.769	394.589	394.478	399.072	389.851	396.879	399.481	397.661	389.771	390.525	389.661	391.625	385.416	388.867	385.984	387.377	388.881	383.295	363.866	374.227	370.322	368.932	371.812	374.689	356.422	351.743	302.572	289.926	281.172	283	282.249	284.548	273.616	283.928	282.293	283.044	283.781	283.429	280.852	281.115	279.733	275.732	275.34	267.677	268.851	267.25	266.945	251.946	250.421	253.106	213.389	211.164	212.163	201.644	201.101	205.578	185.852	176.493	116.815	111.178	88.1053	78.0027	47.371	32.5986	63.8128	210.519	212.558	208.401	244.25	244.962	282.421	274.989	293.583	294.552	313.937	332.145	334.614	338.112	349.897	374.999	371.219	373.979	384.909	384.532	382.361	379.191	385.448	403.219	403.106	394.362	403.161	399.1	399.574	407.89	393.513	419.399	428.962	430.208	473.766	475.001	476.346	475.745	481.922	477.57	0.9870064
57400	-5995.439	-4553.548	-1441.891	0.0006626411	0.0005934423	0.07141219	0.00266177	16	627.6702	0.07200563	465.226	411.637	411.574	414.686	390.902	400.367	395.388	394.478	396.275	397.923	393.603	395.181	397.965	391.443	390.525	390.065	390.242	386.56	387.362	388.088	385.804	387.921	383.623	371.461	374.737	373.239	373.636	371.822	372.72	358	352.246	304.951	290.734	280.704	283.023	283.954	284.062	284.517	284.317	279.275	282.201	283.299	284.305	281.142	280.795	282.083	275.871	274.166	268.436	254.913	267.563	266.798	252.724	252.51	249.436	213.3	211.05	208.106	205.886	201.818	201.142	175.638	174.834	115.684	116.157	81.3235	77.2495	37.3216	35.6381	64.7012	212.696	212.54	212.09	240.011	243.708	282.822	272.357	293.303	296.489	315.939	332.7	331.847	331.927	349.815	372.092	374.07	376.421	379.836	379.512	377.994	379.726	386.713	400.677	403.328	402.916	398.438	399.1	400.958	409.249	393.509	422.283	430.026	431.955	472.67	469.48	473.358	474.977	480.823	484.953	0.9917584
57500	-6006.654	-4562.258	-1444.396	0.0006767185	-0.0007953953	0.04964311	0.00459597	16	628.5053	0.04884772	466.242	415.032	412.821	412.232	397.978	401.376	394.572	393.506	398.129	391.916	394.296	398.366	397.802	389.129	390.871	391.933	389.78	388.94	388.435	388.364	386.3	386.95	382.805	384.279	375.055	371.035	369.519	371.029	373.213	354.996	351.944	303.407	292.941	280.796	283	283.788	283.008	275.218	281.631	278.996	282.885	283.771	283.085	282.699	280.779	275.916	275.738	273.865	268.658	253.055	267.568	266.63	246.47	252.571	245.913	213.3	210.019	208.147	201.962	201.1	201.101	174.677	175.059	113.027	116.338	81.3235	75.3959	43.8714	36.4734	61.7085	211.198	212.54	210.789	239.79	244.681	282.159	272.209	293.155	295.044	314.738	334.652	331.381	337.651	351.18	368.975	371.022	376.054	378.548	384.412	381.958	384.111	387.921	402.295	403.833	389.233	402.694	399.1	400.695	402.977	393.5	420.575	426.238	425.131	476.254	466.747	472.953	476.215	481.186	481.598	1.016283
57600	-6027.243	-4580.746	-1446.497	0.0006649545	0.002954745	0.0779423	0.002290333	12	629.7209	0.08089704	468.662	416.995	412.636	412.72	397.978	403.591	395.32	395.232	393.71	389.49	394.856	395.257	397.404	392.849	390.911	389.058	389.24	386.673	387.835	387.279	386.763	386.565	375.762	380.576	375.323	374.538	373.503	372.053	374.345	359.123	352.086	307.069	290.402	281.879	283	283.676	284.516	277.175	284.656	283.764	283.71	284.734	284.147	282.651	281.761	278.228	274.636	275.882	265.371	262.79	267.551	266.756	247.966	250.585	253.413	213.326	210.627	209.271	205.481	201.935	204.113	181.423	171.834	114.18	113.415	80.7504	78.097	44.1415	33.8259	66.4218	208.532	213.187	212.249	244.03	244.681	281.933	284.736	293.399	293.026	312.896	334.878	334.243	332.514	351.771	373.591	371.702	375.213	380.771	382.561	383.252	382.026	388.847	403.327	401.622	401.886	399.72	399.1	403.314	406.662	393.5	420.92	428.69	427.742	475.887	468.637	475.636	474.059	480.816	484.866	0.9634752
57700	-5997.19	-4568.196	-1428.994	0.0007631645	-0.0006660016	0.07358534	0.003516934	14	628.2046	0.07291934	476.936	414.829	415.917	412.803	403.251	403.982	393.964	393.542	396.39	387.868	393.001	393.785	398.907	391.13	392.349	391.255	391.002	388.959	388.156	388.49	385.649	388.398	384.017	380.784	373.921	369.259	371.122	374.957	374.761	357.143	351.399	299.015	291.491	282.655	283	280.762	283.017	273.818	281.084	282.741	282.214	283.025	284.709	282.654	282.711	276.648	274.618	273.708	269.259	263.899	267.569	266.655	254.187	246.11	249.983	214.674	212.154	208.119	203.038	203.221	201.46	175.486	176.352	111.102	116.715	85.2402	75.5234	47.9159	33.0311	60.7497	210.079	210.613	210.411	238.578	238.45	283.771	271.275	295.121	296.573	318.205	331.361	334.315	330.998	350.287	373.567	369.534	373.791	384.539	385.238	377.487	385.184	387.455	400.851	404.204	403.82	403.933	399.151	401.267	402.104	393.5	419.743	430.717	430.397	475.133	471.667	475.374	472.694	481.265	486.135	1.009133
57800	-6000.215	-4560.873	-1439.341	0.0006486911	0.003161734	0.08610436	0.002391602	17	627.0484	0.08926609	471.925	412.884	415.526	412.704	406.447	400.056	396.831	393.542	398.101	397.631	396.716	397.711	399.008	391.085	392.815	392.778	391.708	385.859	389.029	387.849	386.487	386.193	377.525	374.046	375.335	369.748	369.182	370.56	372.708	354.545	350.116	309.064	291.639	285.778	283	281.43	283.237	275.199	281.116	279.366	282.774	283.005	283.215	282.529	282.904	280.146	274.618	275.722	271.408	269.557	267.169	266.624	248.303	255.863	247.397	213.318	210.21	211.538	205.153	201.486	205.561	189.288	176.718	111.1	113.755	87.4554	76.4499	44.3507	35.3359	61.0261	211.233	211.041	212.607	242.453	240.239	283.489	281.745	296.811	296.573	317.539	333.127	335.155	340.797	350.048	371.556	368.647	374.518	378.01	377.739	384.416	384.443	386.199	400.402	400.153	397.428	402.338	399.102	402.4	405.485	393.5	421.991	429.076	428.34	474.109	474.395	476.505	474.961	480.445	478.465	0.9645808
57900	-6003.726	-4572.823	-1430.903	0.000724425	0.001480632	0.1020622	0.002195932	14	626.3302	0.1035428	478.453	412.884	418.426	412.808	407.899	403.869	393.669	398.05	398.344	396.627	394.215	395.883	397.555	392.919	390.559	391.798	391.784	386.151	387.039	388.535	385.512	388.768	378.649	369.533	376.163	370.33	372.093	373.84	370.022	358.484	350.096	297.503	291.659	281.958	283	281.448	283.408	281.348	281.412	280.706	280.942	283.017	284.253	282.121	282.087	279.805	273.847	273.825	268.572	267.577	267.343	266.589	249.416	246.269	246.311	213.302	208.968	209.435	201.601	205.934	201.277	182.186	176.718	113.994	113.755	86.766	76.0475	47.1812	34.6408	62.6269	212.215	209.92	212.349	240.178	243.533	283.06	284.401	294.919	292.278	316.766	333.127	331.686	333.188	353.39	374.892	372.238	376.092	380.426	378.248	380.851	383.538	386.274	404.266	403.356	402.902	398.017	399.1	399.552	404.604	393.5	424.143	431.495	432.854	475.953	466.152	473.263	473.594	480.519	484.58	0.9857003
58000	-6007.719	-4556.164	-1451.555	0.0006419492	0.0006079354	0.08400641	0.002436115	10	628.8072	0.08461435	471.163	413.177	413.05	414.321	409.324	402.51	396.344	397.626	393.501	386.53	392.824	394.404	398.652	391.921	392.006	392.349	391.184	388.912	388.1	387.082	387.367	387.38	382.717	373.348	376.818	373.048	375.193	369.552	372.467	354.667	349.874	305.634	291.122	283.424	284.274	281.51	283.653	273.685	282.596	282.611	284.535	283.571	284.426	282.354	282.408	281.681	273.954	274.283	272.166	249.851	267.182	266.743	252.411	253.572	252.074	213.301	212.416	212.974	206.001	201.204	203.106	177.268	177.628	111.887	112.473	88.1752	76.9282	46.0578	32.155	61.7307	212.718	210.611	210.521	240.544	239.349	284.653	284.401	294.027	292.794	316.054	331.069	332.469	340.658	352.326	374.15	370.452	374.884	381.004	382.883	383.9	384.138	386.961	400.286	402.553	395.512	397.786	399.291	400.276	406.506	393.5	423.474	431.108	425.587	474.983	464.457	473.519	474.26	480.75	479.595	0.9928152
58100	-6022.666	-4582.74	-1439.925	0.000751513	0.004034639	0.06839369	0.003099126	12	627.2935	0.07242833	484.53	412.946	418.57	412.363	402.204	404.489	398.294	395.58	396.127	387.95	395.437	395.124	398.418	391.14	393.006	392.012	391.184	389.087	388.039	385.391	385.73	386.221	374.517	375.001	376.299	374.222	373.057	374.389	370.635	358.042	349.828	308.059	292.037	282.713	283.004	281.753	283.082	273.6	283.218	276.705	281.328	284.61	284.574	281.468	281.512	278.615	274.998	274.213	269.448	265.22	267.441	266.53	247.16	250.647	250.443	213.3	211.918	208.105	203.021	201.101	201.132	184.476	176.846	111.591	112.65	87.8323	76.8867	39.3072	36.6281	62.8057	212.651	211.127	210.783	238.578	241.314	283.549	288.923	293.239	290.883	313.193	331.894	333.873	336.18	351.472	369.255	370.771	375.965	384.807	379.861	377.124	384.803	388.007	401.866	400.079	398.129	397.786	399.291	402.769	403.682	393.5	419.271	429.009	425.352	474.707	468.008	474.742	476.679	480.572	485.183	0.9442947
58200	-6021.142	-4568.021	-1453.121	0.0006971142	6.806522e-05	0.07994783	0.003985514	12	629.3561	0.08001589	464.668	412.093	412.38	414.317	386.446	402.691	398.959	398.233	397.547	387.663	393.72	395.795	397.661	390.826	390.468	391.191	389.307	385.741	388.058	386.226	386.893	388.376	377.59	379.979	376.208	371.549	369.459	369.96	368.929	359.223	349.805	307.212	291.934	285.612	283	281.809	283.821	273.6	281.798	280.26	283.255	283.224	283.686	281.144	281.461	279.599	274.824	273.91	273.078	263.587	267.301	267.08	246.372	249.955	250.172	215.13	211.66	209.412	201.653	206.586	205.594	179.206	177.586	111.429	111.428	83.8758	77.7907	41.7828	34.5918	61.1617	208.172	209.702	212.961	241.504	243.968	283.732	279.728	293.628	290.396	314.749	336.444	331.428	340.626	349.801	370.494	373.43	375.702	377.125	381.604	379.168	381.71	386.853	399.524	399.513	402.755	396.793	402.514	400.195	403.678	393.5	419.271	430.496	433.343	473.316	469.129	474.773	475.64	479.203	475.901	0.9991494
58300	-6033.893	-4580.228	-1453.665	0.0006768454	0.002326331	0.08698458	0.002359966	12	620.764	0.08931091	474.891	417.005	411.841	414.606	396.048	404.571	397.388	398.859	395.761	397.987	393.307	395.172	398.931	393.025	392.926	392.434	391.943	387.664	385.404	388.476	386.51	387.439	381.168	361.421	374.342	372.881	370.396	373.99	371.213	355.903	350.043	303.34	290.426	281.444	283	284.009	283.361	274.996	281.771	280.157	282.459	283.005	284.588	281.924	281.295	282.515	274.626	275.436	271.966	269.073	267.203	266.802	250.475	252.338	249.11	213.301	208.21	208.527	201.475	201.619	201.114	174.723	176.377	111.145	114.567	86.2497	77.0528	46.2701	32.1234	62.8248	209.318	211.06	209.92	240.901	239.82	281.803	279.476	293.259	296.092	313.056	335.459	333.832	341.577	349.955	369.417	371.423	376.052	377.363	379.659	382.11	384.489	389.035	402.432	402.003	391.603	401.255	399.118	402.215	402.527	393.5	421.475	427.927	433.343	476.792	472.204	473.138	474.967	479.664	480.654	0.9739524
