Iteration	Posterior	Likelihood	Prior	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	turnover
143300	-5993.563	-4548.606	-1444.957	0.000677681	0.00106058	0.08400543	0.002146851	15	626.5896	0.08506601	471.048	411.466	413.31	412.817	404.172	401.931	393.752	393.847	397.111	396.781	393.151	397.727	398.042	389.435	392.692	391.065	389.189	386.035	388.178	388.6	386.9	389.017	378.124	372.556	373.796	374.863	371.545	370.347	371.94	355.295	350.4	311.086	291.875	281.444	283	281.354	283.752	282.923	284.744	276.16	281.588	283.555	283.077	281.206	281.045	281.455	274.317	274.013	271.885	263.886	267.279	266.833	246.422	247.711	248.054	213.301	211.193	210.358	207.159	204.675	201.546	180.584	174.472	114.342	112.635	83.7277	77.7852	41.1089	35.786	61.017	213.075	213.245	211.968	240.583	241.527	282.327	286.157	293.383	293.713	315.786	336.613	331.858	332.573	349.804	373.407	372.993	373.948	379.926	382.802	382.971	379.768	387.122	402.671	401.368	402.871	404.08	399.101	399.601	406.932	393.5	419.788	431.022	426.602	474.377	466.072	476.336	473.104	480.105	481.98	0.9875323
143400	-6009.999	-4558.578	-1451.421	0.0007057126	0.003881186	0.08619762	0.002623599	10	629.186	0.0900788	467.011	411.466	413.845	414.829	404.172	399.896	394.448	397.272	398.725	398.871	396.9	394.178	397.193	392.916	390.526	390.18	389.375	388.094	387.483	385.972	388.753	388.277	379.94	368.96	374.741	369.426	374.556	373.4	373.937	354.08	349.935	301.042	290.383	281.226	283	281.297	283.722	274.45	282.981	280.577	284.522	283.007	283.811	281.102	282.311	276.236	274.676	274.397	267.026	268.097	267.387	267.01	251.321	250.847	253.239	213.481	210.672	210.853	207.137	207.478	201.104	181.093	176.292	112.747	114.582	85.2577	77.7159	40.9037	32.5871	60.8583	213.293	212.233	210.326	245.267	239.894	281.056	272.726	293.218	296.589	317.557	336.613	331.053	339.67	349.8	370.573	372.679	374.937	383.618	379.822	381.053	377.794	387.266	404.231	400.757	404.575	404.284	399.1	399.965	403.016	393.5	423.094	432.617	432.595	475.644	469.093	476.013	476.483	479.344	484.43	0.9569134
143500	-6005.181	-4551.664	-1453.517	0.0006556085	-0.003602132	0.07175126	0.002952578	13	626.8696	0.06814913	464.971	416.782	414.245	412.999	399.937	401.751	393.814	394.6	394.504	394.891	392.8	395.775	398.03	391.237	392.304	389.964	390.685	388.331	385.316	386.239	385.818	387.65	383.787	380.582	373.755	368.68	371.25	374.86	368.804	357.049	349.803	305.46	290.977	281.955	283	282.423	283.722	273.904	283.553	279.67	283.394	283.004	283.608	282.542	281.274	281.81	273.967	274.916	268.44	259.494	267.157	266.648	253.385	251.314	246.97	213.335	210.566	210.216	203.354	203.742	201.946	181.093	175.61	112.913	114.582	81.7234	75.557	45.872	33.2337	64.9294	212.911	210.158	209.761	241.152	245.212	284.627	288.99	294.017	285.718	314.585	336.397	331.554	340.115	350.047	372.521	370.717	375.49	383.332	378.017	382.069	378.538	386.161	399.796	403.299	402.839	402.276	399.215	399.817	401.414	393.5	422.007	426.635	426.016	475.995	471.706	476.822	474.133	479.922	480.542	1.052857
143600	-6023.21	-4565.033	-1458.177	0.0007002592	-0.001583292	0.08781726	0.002127418	10	628.6395	0.08623397	475.424	412.097	414.524	414.287	386.953	402.341	398.181	393.533	396.468	395.844	396.077	397.579	397.722	390.477	392.097	391.843	392.072	388.799	387.812	388.194	385.726	386.511	378.776	374.92	376.074	374.165	374.243	375.186	372.518	359.038	351.985	309.386	291.075	282.045	283	282.75	284.486	281.667	282.319	283.66	282.87	283.002	283.551	282.252	281.518	279.815	274.585	274.848	271.629	269.068	267.383	266.832	248.958	251.043	252.226	213.3	212.577	208.191	205.763	203.308	201.329	179.104	176.024	112.402	111.91	86.0148	77.0494	38.93	33.3877	64.4975	209.595	212.608	209.963	239.413	243.054	280.799	273.087	293.726	292.938	318.373	332.011	335.298	333.012	352.025	374.518	369.224	374.681	378.952	383.326	378.797	381.184	388.942	403.282	400.758	402.805	398.258	399.1	401.156	409.813	393.5	424.154	433.186	432.838	475.194	463.86	477.074	476.331	479.222	480.361	1.01836
143700	-5999.293	-4548.994	-1450.3	0.0006981675	-0.0002214291	0.09265789	0.002194576	12	628.9358	0.09243646	463.737	412.097	411.351	412.293	392.634	400.808	396.199	394.346	396.337	385.984	393.029	398.928	397.963	389.259	391.456	389.162	389.756	388.415	388.31	388.169	388.533	385.577	377.315	379.301	374.192	374.165	373.362	374.378	372.556	357.666	351.778	308.193	291.376	281.227	283.012	282.397	284.736	276.633	283.194	278.196	282.962	283.001	283.565	281.201	281.148	278.865	274.283	273.769	272.603	263.819	267.448	266.575	253.595	247.815	252.052	213.3	210.251	209.166	207.033	201.907	201.103	178.534	177.679	115.815	112.006	85.2529	77.93	46.4579	35.4746	61.6799	210.847	210.947	212.075	240.929	238.797	281.609	287.93	296.557	293.816	316.651	336.453	332.652	334.239	350.309	369.257	370.798	374.681	384.358	380.774	379.179	380.872	387.556	403.139	403.06	396.818	396.629	399.1	399.631	407.46	393.5	422.868	427.878	430.691	474.953	474.586	472.925	475.898	479.297	485.817	1.002395
143800	-6020.336	-4562.492	-1457.844	0.0006532	0.003522187	0.1116172	0.001788765	7	625.1218	0.1151394	479.471	413.033	411.351	414.681	397.644	403.495	394.863	395.53	396.75	396.9	394.114	398.08	396.882	391.664	392.734	392.123	390.407	387.965	385.793	387.434	388.038	385.595	377.007	360.658	376.625	372.264	370.532	372.147	371.194	355.686	350.21	300.332	290.846	283.688	283.001	280.984	284.321	275.549	283.847	282.111	284.215	284.574	284.257	282.439	282.324	279.592	274.592	275.704	272.802	264.739	267.516	266.801	245.468	245.858	247.297	213.467	211.451	208.471	203.559	201.543	202.347	179.324	176.977	112.314	115.935	83.9298	76.9801	42.7061	33.4395	60.8563	208.997	211.002	212.619	242.052	244.203	284.764	277.128	293.682	291.815	315.733	332.066	335.815	338.28	351.235	371.031	369.925	375.212	384.156	384.803	383.31	384.584	386.08	403.744	403.484	399.103	399.554	399.1	404.516	400.86	393.5	423.985	433.287	428.738	474.976	466.122	474.975	473.081	480.815	475.928	0.9694094
143900	-6037.693	-4583.9	-1453.793	0.0006884817	0.003775215	0.07429126	0.002468159	11	625.6453	0.07806647	478.569	412.071	414.423	411.765	394.493	401.46	398.099	397.399	398.199	396.888	396.919	394.966	398.567	391.109	389.121	391.36	389.155	388.131	386.339	388.064	388.43	387.168	375.79	379.388	373.964	369.663	370.804	370.008	370.543	354.614	352.002	307.688	292.05	280.723	283	283.465	283.827	281.364	281.253	284.081	284.143	283.527	284.722	282.1	280.723	280.695	275.604	275.234	272.703	248.227	267.503	266.996	252.974	245.696	249.829	213.301	211.355	212.785	201.623	205.021	201.124	190.047	171.92	111.299	111.729	80.6448	76.0504	39.1402	33.9143	60.9384	208.623	208.644	208.39	239.413	244.003	281.757	276.688	293.136	287.989	314.839	332.253	331.767	332.684	350.613	372.27	368.864	374.392	381.036	381.307	377.174	385.164	388.669	401.609	404.066	400.982	400.457	399.164	402.489	407.786	393.5	422.5	432.705	426.104	472.897	466.122	476.692	474.171	479.425	483.678	0.951641
144000	-6005.477	-4555.196	-1450.281	0.0006652192	0.00600037	0.09485344	0.002724143	11	627.8397	0.1008538	485.292	412.915	413.079	414.271	402.542	399.62	398.099	396.027	397.719	388.421	398.646	394.112	397.001	392.906	390.341	390.08	391.925	386.741	387.401	387.06	388.36	387.114	378.607	381.783	374.271	369.556	373.007	371.682	370.531	356.703	349.99	303.646	289.894	280.711	283.219	280.989	284.361	275.776	283.437	277.708	281.443	283.064	283.238	281.392	280.709	277.13	275.321	274.706	265.297	269.674	267.492	266.516	248.263	247.922	252.385	213.56	212.108	209.903	205.344	201.656	201.216	176.539	172.469	111.1	113.777	82.7209	75.8853	37.196	33.9052	62.227	209.527	210.825	208.161	242.608	244.539	280.957	282.119	293.111	295.244	316.99	333.381	330.957	338.774	352.647	369.114	369.945	376.887	381.558	380.415	377.687	383.894	388.379	403.346	400.299	395.794	400.063	399.108	403.609	405.391	393.5	420.977	424.683	427.716	476.152	471.997	476.046	474.658	480.294	477.122	0.9405043
144100	-6018.451	-4561.102	-1457.349	0.0007034938	0.0005841795	0.1007496	0.001835154	8	623.8234	0.1013338	486.308	411.431	415.866	414.903	403.133	401.552	399.411	398.195	395.435	396.235	393.795	398.269	398.787	391.587	391.01	392.021	391.379	388.677	386.793	388.439	389.066	386.121	383.174	376.705	375.107	371.863	370.11	373.543	372.958	359.391	351.907	311.706	289.988	285.366	283.003	281.435	284.478	274.326	282.577	282.991	281.436	283.911	283.708	282.781	281.305	278.16	274.906	274.187	265.356	256.742	267.408	266.963	251.818	248.604	247.924	213.746	209.278	212.256	205.099	201.632	201.101	184.062	173.078	112.628	116.732	82.8375	75.5444	38.208	32.9225	60.2011	210.4	211.318	209.704	244.09	242.575	281.97	271.622	294.096	289.472	314.639	332.817	333.884	339.183	351.836	373.961	369.318	374.465	381.165	384.04	381.424	377.772	385.707	400.144	401.333	401.388	402.518	399.895	402.616	404.402	393.5	421.277	428.74	429.979	476.126	472.232	473.923	472.751	480.876	479.912	0.9942351
144200	-6009.619	-4563.096	-1446.523	0.0006925258	0.0009897522	0.1045498	0.002277158	11	629.675	0.1055395	486.308	411.998	417.83	412.734	403.471	402.884	396.939	399.094	399.239	389.024	394.426	396.434	399.319	389.287	393.308	389.209	390.698	387.082	387.538	388.585	388.572	389.082	374.605	383.78	374.782	373.686	374.959	374.516	374.043	354.611	353.046	311.092	292.153	283.886	283	283.322	283.005	275.189	283.656	276.159	283.382	283.112	283.951	280.844	281.722	279.688	275.691	274.932	267.188	254.751	267.564	266.623	249.551	246.588	247.013	213.68	208.268	212.256	201.241	202.142	201.1	189.47	174.884	114.986	114.023	80.4822	75.8132	37.8379	34.5731	60.3199	210.87	208.184	210.693	244.836	244.966	283.191	285.221	294.255	292.697	313.23	335.11	336.073	340.305	349.96	373.389	368.747	376.05	378.802	382.405	384.033	377.42	385.743	399.795	402.368	391.945	402.713	400.576	402.585	400.874	393.5	421.025	426.82	429.843	473.772	467.272	475.837	473.962	480.678	480.569	0.990622
144300	-5997.054	-4553.624	-1443.43	0.0006867388	0.00383131	0.1033982	0.002283769	13	626.0451	0.1072295	470.928	411.998	414.613	414.436	401.132	402.724	397.546	393.873	398.669	392.037	398.069	394.608	398.307	390.733	389.669	389.568	390.086	386.373	388.391	385.988	385.516	385.619	380.261	370.898	374.766	370.227	372.359	372.656	373.449	355.754	351.206	307.826	290.681	286.541	283	283.449	284.797	274.448	284.606	276.875	281.209	283.003	284.42	281.082	281.931	277.982	274.525	275.004	271.775	267.702	267.342	266.995	255.697	247.688	248.866	213.322	209.28	208.617	201.869	203.051	202.481	179.674	177.114	113.874	116.071	87.512	76.3786	37.2408	35.2948	62.4858	210.642	211.258	211.784	239.315	242.465	284.152	271.764	293.179	291.232	312.958	332.819	333.147	331.603	349.8	375.142	372.91	374.031	378.513	384.866	384.34	380.759	386.995	399.554	404.563	401.174	404.026	399.106	402.278	408.663	393.5	422.093	428.1	425.199	474.624	464.965	476.967	472.946	479.867	479.099	0.96427
144400	-6022.588	-4570.002	-1452.586	0.000729968	0.0003487772	0.1173196	0.001979163	12	625.0108	0.1176684	463.836	412.151	416.217	414.28	407.504	404.109	399.283	393.626	394.799	387.779	393.477	396.656	398.684	392.051	390.08	389.196	389.005	386.291	385.978	385.547	386.624	387.951	383.256	374.9	374.011	369.61	369.844	370.534	372.36	359.23	353.037	309.352	291.904	281.871	283.726	281.108	284.446	273.674	284.301	280.272	280.74	283.749	283.042	282.741	281.509	280.076	274.745	273.91	266.006	262.334	267.597	266.945	248.007	250.296	249.787	213.301	210.042	211.827	207.967	201.842	206.189	184.341	176.321	111.389	114.923	85.9453	77.3989	49.5461	34.5238	65.2737	212.076	211.867	212.712	238.719	239.644	284.03	273.918	293.359	293.165	314.715	334.823	332.755	339.968	349.8	373.343	369.017	376.475	381.897	383.307	381.346	377.669	386.133	402.747	404.007	393.748	404.026	399.649	401.255	409.039	393.5	422.707	430.592	428.531	472.938	471.102	476.967	472.914	481.687	486.357	0.9970359
144500	-6014.726	-4563.628	-1451.098	0.0006452555	-0.002367949	0.1118766	0.002434522	14	626.209	0.1095086	464.399	412.989	414.483	412.617	396.229	401.071	395.445	394.057	396.216	399.199	394.846	395.325	399.043	389.833	393.284	389.617	391.955	388.162	385.513	385.494	386.499	386.739	381.679	369.786	375.299	372.767	372.593	369.149	374.234	355.063	350.585	302.759	290.54	280.949	283.009	280.804	283.879	275.188	283.417	283.596	280.792	284.132	283.127	281.696	280.86	278.265	273.715	274.937	273.095	261.141	267.404	266.633	249.618	247.057	247.34	213.3	212.355	209.466	205.659	203.856	202.514	175.584	177.837	116.045	116.173	83.5965	76.5235	42.6344	33.968	61.1242	210.78	208.249	210.182	245.267	238.823	282.125	281.106	293.1	293.988	316.71	334.336	331.468	338.721	352.139	369.493	373.582	376.273	384.427	383.317	380.543	381.055	386.912	400.909	402.448	401.65	403.301	399.114	401.062	399.985	393.5	422.638	427.452	425.372	473.846	471.172	472.654	475.814	481.446	486.815	1.021623
144600	-6037.456	-4578.13	-1459.325	0.0006925473	0.001881482	0.1057261	0.002743937	10	628.6782	0.1076076	484.098	414.404	415.732	411.768	396.557	402.587	394.148	395.415	395.005	386.112	392.997	396.826	399.285	389.294	389.226	391.689	389.292	388.127	387.93	387.488	388.934	387.788	377.596	367.761	374.846	374.564	371.247	373.35	373.943	357.911	349.806	309.696	292.683	280.842	283	282.645	284.04	279.201	281.485	282.731	280.845	284.386	284.302	280.815	280.858	281.685	274.548	274.05	270.79	269.036	267.311	266.697	254.033	250.06	247.099	213.879	213.016	211.785	206.628	201.292	201.221	179.42	173.384	116.452	115.293	87.8497	76.8593	48.6902	36.4462	65.908	210.87	210.738	210.907	241.16	238.596	282.852	281.532	293.58	285.375	314.095	335.218	335.713	339.439	352.461	374.903	371.55	374.294	377.166	379.482	382.738	377.209	385.795	403.163	402.113	393.53	401.624	402.953	402.932	406.894	393.5	422.182	432.554	426.407	473.829	468.002	474.484	473.295	480.055	486.38	0.9825153
144700	-6013.052	-4557.192	-1455.86	0.0006540863	0.003048434	0.1436022	0.001307331	9	618.0262	0.1466507	482.783	412.246	418.749	413.185	397.016	402.481	398.729	396.467	397.571	393.118	395.781	394.123	397.635	389.847	390.199	391.049	389.384	388.248	388.238	387.632	385.431	386.417	380.479	369.718	373.802	369.459	374.228	371.892	374.116	359.256	349.884	305.328	291.158	281.089	283	282.883	283.649	278.756	283.82	283.996	282.303	283.809	283.424	281.436	281.263	276.942	273.766	274.56	271.324	263.946	267.391	266.763	247.896	250.408	252.322	213.304	208.138	210.546	205.39	202.067	202.139	185.335	175.704	111.492	113.256	85.1926	76.5259	39.2645	32.3017	61.5547	213.265	211.011	211.392	242.943	243.969	283.857	282.623	293.137	293.326	317.791	334.584	333.968	332.348	350.465	370.801	370.68	374.139	382.732	379.473	380.909	384.874	388.278	401.304	402.118	402.73	399.933	400.384	399.879	402.54	396.612	419.485	432.554	432.348	474.007	467.194	475.03	473.42	479.157	482.039	0.979213
144800	-6010.479	-4564.372	-1446.108	0.0006914557	0.004413227	0.16835	0.001697747	8	628.3964	0.1727632	473.104	412.026	414.557	414.622	389.52	403.29	397.432	395.553	398.906	395.001	393.595	393.819	399.199	391.112	393.382	391.806	391.159	388.531	388.329	387.535	385.897	388.78	380.479	375.922	376.872	372.81	373.35	374.99	372.615	356.318	353.187	303.922	291.699	285.321	283	281.904	284.165	283.405	283.023	282.548	281.761	284.789	284.444	281.554	282.939	280.293	275.327	274.76	265.327	258.187	267.391	266.608	251.199	247.748	252.584	215.474	211.326	209.32	204.213	204.417	201.119	184.281	172.916	111.393	113.74	81.9176	76.7842	46.0523	36.3327	64.9843	210.177	212.514	210.204	241.552	242.007	284.492	280.357	294.751	290.093	317.174	333.246	331.758	332.423	349.808	372.748	373.85	376.745	381.262	384.115	380.674	378.922	387.827	402.748	404.323	402.52	403.687	399.291	404.081	402.864	393.837	424.32	429.899	427.664	473.734	471.03	472.874	473.45	481.162	476.434	0.974455
144900	-6027.853	-4577.064	-1450.79	0.000740858	0.007177702	0.162483	0.001628457	7	622.7076	0.1696607	474.134	411.401	415.782	413.981	396.993	404.068	393.92	393.554	398.764	398.903	395.939	394.969	397.46	390.939	393.218	389.618	391.763	388.934	385.377	385.737	387.633	385.396	378.573	363.769	373.805	368.619	373.399	373.785	371.504	359.075	351.333	304.558	291.213	284.113	283	282.549	283.684	273.904	281.609	279.093	284.308	283.48	283.285	281.465	281.941	280.293	275.627	274.063	270.795	266.718	267.212	266.998	254.657	254.271	252.323	216.812	213.21	211.152	204.363	204.43	201.929	175.523	173.61	111.672	115.695	83.367	77.7756	46.5481	35.1047	60.3634	212.99	213.135	210.551	242.178	244.093	283.043	282.286	293.907	294.892	314.429	333.78	331.852	337.478	349.802	372.096	371.611	376.346	379.805	383.633	378.97	378.602	387.022	401.255	403.668	404.213	402.883	399.102	401.089	402.706	393.536	420.486	428	427.664	472.616	468.444	474.075	473.286	480.292	479.345	0.9576938
145000	-6038.205	-4577.38	-1460.825	0.0006856604	0.001104966	0.1416297	0.001564031	11	628.9087	0.1427346	466.622	414.136	415.006	413.517	407.085	400.401	398.224	393.754	395.143	386.107	393.427	396.866	396.717	391.831	392.71	389.299	389.247	385.962	389.027	388.899	388.132	387.331	379.701	380.233	376.157	371.386	371.946	369.981	374.184	356.503	352.011	298.872	292.038	285.002	283	282.013	283.122	284.207	281.609	280.983	281.602	284.017	284.376	280.755	280.913	278.028	275.627	274.453	272.41	259.371	267.547	266.503	247.533	254.987	245.904	214.746	212.237	208.321	202.406	204.491	205.504	194.067	175.427	111.139	115.408	81.3117	77.2061	43.4928	35.0738	60.554	212.99	209.709	210.78	242.013	240.108	283.143	276.515	293.118	296.039	319.486	333.312	334.436	330.852	353.613	369.723	373.979	373.912	378.21	383.369	381.763	377.361	388.878	404.32	399.764	398.904	397.367	399.96	401.089	409.888	393.5	419.658	425.969	433.298	474.293	471.111	476.827	477.278	481.259	478.881	0.9922586
145100	-6019.115	-4570.638	-1448.477	0.0007121617	-0.0003742185	0.1365794	0.002340353	10	622.7548	0.1362051	473.006	414.834	416.786	411.966	409.281	399.575	396.202	393.699	397.977	394.68	394.447	394.235	396.766	393.398	393.337	390.49	390.254	387.743	387.297	387.632	387.116	386.984	383.131	376.067	374.129	370.765	369.703	372.481	370.4	356.792	352.768	311.893	291.159	282.14	283.971	282.552	284.396	277.156	284.261	282.989	281.396	284.727	284.654	280.796	282.086	276.399	274.747	274.573	271.954	257.995	267.304	267.075	251.325	254.794	247.25	214.324	208.989	211.762	202.579	206.055	202.006	177.917	177.963	111.102	114.449	80.4713	76.1453	47.831	35.6906	65.4511	210.054	208.988	212.63	239.298	242.304	283.684	274.092	296.669	296.039	317.094	336.564	336.586	332.635	352.273	371.611	372.072	374.203	377.465	384.788	378.481	378.193	387.912	400.07	399.842	403.592	404.409	401.318	399.825	406.604	393.5	421.053	431.112	428.896	474.2	465.741	475.649	474.915	481.553	478.097	1.002747
145200	-6017.061	-4577.661	-1439.4	0.0006671014	0.002256353	0.1114644	0.002963716	10	625.8052	0.1137208	478.56	411.328	417.206	412.814	409.281	402.069	394.388	397.934	394.622	398.691	398.081	395.089	397.088	391.442	389.637	389.182	389.075	386.438	388.112	385.652	388.344	387.803	381.766	380.867	375.168	373.71	370.785	371.697	373.056	355.777	351.007	305.995	290.323	281.293	283.017	281.035	284.018	280.847	283.731	280.219	280.756	283.011	283.027	281.028	282.03	276.201	275.745	274.8	270.376	251.12	267.222	267.001	248.947	250.065	250.545	213.3	208.484	208.475	203.733	207.855	201.103	190.879	172.336	111.1	114.958	85.2841	77.1724	42.9022	36.2254	63.8052	208.353	210.927	212.63	241.076	242.086	281.548	273.649	296.669	295.153	317.414	333.495	334.917	331.587	350.108	371.891	370.983	374.482	380.36	380.176	380.706	378.717	385.596	400.37	400.93	401.359	403.32	399.105	400.95	400.907	393.5	424.375	427.926	427.588	474.794	465.064	472.652	476.146	481.429	481.393	0.9801588
145300	-6021.491	-4576.595	-1444.896	0.0006880965	0.002203083	0.08152502	0.002262174	13	629.3465	0.08372811	472.247	413.379	414.561	412.135	402.792	400.2	397.585	396.92	397.57	398.103	397.085	395.351	398.776	391.275	392.535	390.945	392.005	387.205	387.482	387.566	388.53	387.428	381.141	384.438	373.715	374.802	372.645	370.251	374.726	359.323	349.833	310.387	292.814	287.918	283.463	281.084	284.315	280.295	283.413	280.53	281.144	283.178	283.628	282.271	281.285	279.294	273.967	274.476	266.376	254.53	267.257	266.839	254.105	253.234	252.969	213.3	210.158	208.441	201.309	201.107	201.1	176.359	173.041	111.1	114.645	81.2705	77.1917	39.6647	32.6713	64.8007	209.543	209.368	211.59	243.346	245.114	281.018	273.345	293.143	293.983	315.522	333.993	332.619	338.296	352.841	371.335	372.302	374.331	377.828	381.01	377.66	382.57	386.521	400.738	401.213	401.359	401.928	399.1	402.379	403.9	393.5	423.177	429.02	428.649	474.948	469.456	475.291	475.985	480.875	477.146	0.9736877
145400	-6014.25	-4566.286	-1447.964	0.0006955488	0.002958661	0.07482926	0.002460574	12	628.6569	0.07778792	464.108	416.717	415.308	412.756	409.282	402.29	395.042	398.64	396.336	388.111	397.086	397.885	399.306	392.373	390.948	392.701	390.169	386.818	385.441	387.956	386.607	385.735	377.76	383.104	374.071	369.82	369.025	370.242	368.98	355.066	349.878	310.618	291.831	282.908	283.028	283.012	284.38	273.602	283.787	276.052	281.889	283.148	284.283	282.99	282.848	276.167	274.602	275.726	267.922	258.603	267.381	266.604	254.002	246.072	250.401	213.3	211.131	211.018	205.276	201.107	201.145	180.121	174.183	114.271	114.734	80.5361	76.7645	43.3528	34.0849	60.53	210.281	212.819	210.497	238.447	242.503	280.72	283.763	293.739	291.951	313.633	331.169	334.282	334.921	351.492	371.586	368.931	374.919	377.44	384.287	384.19	380.211	388.998	401.892	403.502	403.722	401.519	399.1	399.99	402.13	393.5	419.436	429.694	431.999	476.693	467.89	476.199	475.474	481.685	484.808	0.961965
145500	-6036.412	-4579.53	-1456.882	0.0006996482	0.002961051	0.107019	0.001778557	11	627.7013	0.10998	481.283	416.019	417.937	413.528	401.205	404.313	396.168	395.358	398.617	399.091	392.819	398.016	397.399	392.375	392.162	389.621	389.79	388.526	387.938	388.896	386.757	387.891	380.494	364.893	375.708	371.575	369.025	374.255	373.499	357.42	351.202	310.618	291.262	281.943	283.252	281.053	283.074	276.541	280.742	277.283	282.66	283	283.605	280.996	282.044	277.352	274.289	275.096	269.777	264.293	267.308	266.997	251.366	248.74	249.391	214.077	211.155	208.578	202.326	201.911	201.1	190.805	177.892	111.44	112.15	88.1946	75.9411	41.7085	35.7296	62.7138	211.04	209.656	210.047	241.175	242.042	283.58	276.206	295.914	292.464	315.344	331.502	332.926	335.142	351.339	374.176	369.425	376.366	379.065	385.011	378.629	384.194	388.731	400.551	402.147	398.675	403.667	399.1	400.166	402.203	393.5	420.644	428.468	424.939	476.532	463.319	476.805	473.076	481.334	483.144	0.9730765
145600	-6025.224	-4567.641	-1457.584	0.0006555442	-0.001508897	0.1290672	0.001735246	10	628.1395	0.1275583	474.191	411.531	418.849	412.37	406.799	402.672	398.074	395.771	398.619	396.434	393.873	394.248	398.189	390.655	392.146	392.488	389.986	388.466	387.648	388.896	386.956	386.487	381.922	385.033	374.362	369.772	373.533	371.089	373.88	355.102	352.187	310.471	290.866	281.326	283.036	281.536	284.269	279.069	283.68	282.196	284.1	283	283.945	282.283	281.012	278.366	275.639	274.326	267.929	254.775	267.516	266.815	248.985	245.676	247.079	213.301	209.129	210.751	203.383	203.427	202.626	188.404	177.089	113.82	112.686	83.3903	76.7655	49.2312	36.2344	60.1245	211.42	212.109	210.967	244.548	245.278	282.555	286.833	294.384	296.031	313.658	333.438	334.54	338.362	350.158	371.842	374.814	376.332	383.89	380.964	381.344	380.12	385.874	403.207	400.782	404.334	399.963	399.1	403.652	401.247	393.5	420.089	426.179	433.41	473.616	472.42	473.801	475.399	480.888	480.349	1.011829
145700	-6024.522	-4560.729	-1463.792	0.0006382639	0.006328996	0.1514641	0.001690804	11	629.6984	0.1577931	477.374	412.156	411.99	413.542	395.91	401.124	394.371	394.643	396.788	396.508	394.627	394.356	398.234	390.655	389.74	391.118	390.033	387.619	387.865	387.23	388.754	387.299	380.952	370.055	373.81	371.708	371.016	370.119	374.528	354.831	353.231	297.408	290.98	285.984	283	283.813	283.691	276.922	282.454	277.991	281.266	283.981	283.74	282.988	282.215	279.642	275.809	273.649	267.375	263.077	267.36	266.928	246.993	248.318	246.986	213.3	208.136	210.256	206.034	201.274	204.337	181.91	172.854	114.531	114.949	80.4809	76.155	48.5399	32.5777	63.9029	212.258	208.389	210.375	242.887	243.079	283.999	287.262	293.144	295.122	317.042	331.583	333.059	335.161	353.267	370.954	369.625	373.755	377.307	382.706	383.729	379.274	386.162	400.91	400.831	389.388	399.434	399.1	403.586	402.443	393.5	420.089	430.603	432.257	476.516	466.209	474.121	474.397	481.544	480.634	0.9598905
145800	-6033.536	-4564.38	-1469.156	0.0006016684	-0.0009610767	0.1386417	0.002150939	8	626.5208	0.1376806	470.562	415.411	416.735	412.131	409.226	400.231	397.838	397.462	395.968	388.185	393.623	395.59	396.674	389.366	391.625	389.34	391.924	387.574	388.111	387.362	386.575	387.477	384.054	360.924	375.168	373.446	374.523	372.24	374.275	359.104	352.104	310.218	290.083	288.212	283	282.334	283.803	283.445	283.113	279.714	283.701	283.047	284.435	282.306	282.159	277.509	275.442	274.316	265.179	265.323	267.249	266.917	246.057	245.615	246.653	213.403	213.222	211.297	203.4	202.929	202.113	186.037	178.085	112.108	112.471	84.7952	77.8963	41.3606	35.0377	63.5948	212.938	208.507	209.769	245.328	239.753	281.789	288.966	293.807	288.243	314.996	335.415	332.487	339.654	350.089	369.243	371.979	376.832	377.159	384.628	383.034	378.684	385.378	403.543	402.472	402.315	403.359	400.956	399.924	399.645	393.5	423.608	428.952	429.194	476.721	468.297	473.126	475.834	480.142	483.453	1.00698
